0.012698413	0.015625	0.984126984	0.96875
0.011111111	0	0.987301587	0.96875
0.015873016	0.015625	0.984126984	0.96875
0.012698413	0.015625	0.985714286	0.96875
0.014285714	0.015625	0.984126984	0.96875
0.011111111	0.015625	0.987301587	0.984375
0.014285714	0.015625	0.984126984	0.96875
0.017460317	0.015625	0.985714286	0.96875
0.017460317	0.015625	0.985714286	0.96875
0.014285714	0.015625	0.985714286	0.96875
0.012698413	0	0.987301587	0.96875
0.00952381	0.015625	0.985714286	0.984375
0.00952381	0	0.988888889	0.96875
0.011111111	0.015625	0.985714286	0.984375
0.00952381	0	0.988888889	0.96875
0.012698413	0.015625	0.987301587	0.96875
0.014285714	0	0.984126984	0.96875
0.011111111	0	0.985714286	0.96875
0.00952381	0	0.987301587	0.96875
0.012698413	0.015625	0.984126984	0.96875
0.014285714	0	0.988888889	0.96875
0.011111111	0.015625	0.985714286	0.96875
0.014285714	0.015625	0.984126984	0.96875
0.00952381	0	0.985714286	0.96875
0.007936508	0	1.003174603	0.96875
0.007936508	0	0.988888889	0.96875
0.00952381	0	0.987301587	0.96875
